,op_name,data,kernel.name,kernel.grid,kernel.block,kernel.duration,total_kernel_duration,info.input_shape,info.output_shape,info.params,info.flops
676,batch_norm_21,12845568,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[128, 1, 1]","[512, 1, 1]",141569,141569,"[64, 128, 28, 28]","[64, 128, 28, 28]",512.0,12845056.0
677,re_lu_31,12845056,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[3136, 1, 1]","[512, 1, 1]",61024,61024,"[64, 128, 28, 28]","[64, 128, 28, 28]",0.0,0.0
678,conv2d_22,12992512,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[25, 4, 64]","[256, 1, 1]",67712,345569,"[64, 128, 28, 28]","[64, 128, 28, 28]",147456.0,7398752256.0
679,conv2d_22,12992512,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 4, 128]","[256, 1, 1]",7872,345569,"[64, 128, 28, 28]","[64, 128, 28, 28]",147456.0,7398752256.0
680,conv2d_22,12992512,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_kernel,"[1, 392, 1]","[128, 1, 1]",269985,345569,"[64, 128, 28, 28]","[64, 128, 28, 28]",147456.0,7398752256.0
681,batch_norm_22,12845568,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[128, 1, 1]","[512, 1, 1]",147201,147201,"[64, 128, 28, 28]","[64, 128, 28, 28]",512.0,12845056.0
682,re_lu_32,12845056,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[3136, 1, 1]","[512, 1, 1]",60832,60832,"[64, 128, 28, 28]","[64, 128, 28, 28]",0.0,0.0
683,conv2d_23,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[25, 4, 64]","[256, 1, 1]",68224,309985,"[64, 128, 28, 28]","[64, 512, 28, 28]",65536.0,3288334336.0
684,conv2d_23,32178176,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 4, 512]","[256, 1, 1]",12672,309985,"[64, 128, 28, 28]","[64, 512, 28, 28]",65536.0,3288334336.0
685,conv2d_23,32178176,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[4, 392, 1]","[128, 1, 1]",229089,309985,"[64, 128, 28, 28]","[64, 512, 28, 28]",65536.0,3288334336.0
686,batch_norm_23,51382272,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[512, 1, 1]","[512, 1, 1]",495969,495969,"[64, 512, 28, 28]","[64, 512, 28, 28]",2048.0,51380224.0
687,re_lu_34,51380224,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[12544, 1, 1]","[512, 1, 1]",245249,245249,"[64, 512, 28, 28]","[64, 512, 28, 28]",0.0,0.0
688,conv2d_24,38666240,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[25, 16, 64]","[256, 1, 1]",256545,653250,"[64, 512, 28, 28]","[64, 256, 28, 28]",131072.0,6576668672.0
689,conv2d_24,38666240,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 16, 256]","[256, 1, 1]",20160,653250,"[64, 512, 28, 28]","[64, 256, 28, 28]",131072.0,6576668672.0
690,conv2d_24,38666240,void cutlass_cudnn::Kernel<cutlass_tensorop_s1688fprop_optimized_tf32_128x256_32x3>(cutlass_tensorop_s1688fprop_optimized_tf32_128x256_32x3::Params),"[392, 1, 1]","[256, 1, 1]",254017,653250,"[64, 512, 28, 28]","[64, 256, 28, 28]",131072.0,6576668672.0
691,conv2d_24,38666240,"void cudnn::ops::nhwcToNchwKernel<float, float, float, true, false, (cudnnKernelDataType_t)0>(cudnn::ops::nhwc2nchw_params_t<float>, float const*, float*)","[25, 8, 64]","[256, 1, 1]",122528,653250,"[64, 512, 28, 28]","[64, 256, 28, 28]",131072.0,6576668672.0
692,batch_norm_24,25691136,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[256, 1, 1]","[512, 1, 1]",275297,275297,"[64, 256, 28, 28]","[64, 256, 28, 28]",1024.0,25690112.0
693,re_lu_35,25690112,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[6272, 1, 1]","[512, 1, 1]",120128,120128,"[64, 256, 28, 28]","[64, 256, 28, 28]",0.0,0.0
694,conv2d_25,16646144,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[25, 8, 64]","[256, 1, 1]",132385,428513,"[64, 256, 28, 28]","[64, 256, 14, 14]",589824.0,7398752256.0
695,conv2d_25,16646144,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 8, 256]","[256, 1, 1]",14432,428513,"[64, 256, 28, 28]","[64, 256, 14, 14]",589824.0,7398752256.0
696,conv2d_25,16646144,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_kernel,"[2, 98, 1]","[128, 1, 1]",281696,428513,"[64, 256, 28, 28]","[64, 256, 14, 14]",589824.0,7398752256.0
697,batch_norm_25,6423552,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[256, 1, 1]","[512, 1, 1]",60832,60832,"[64, 256, 14, 14]","[64, 256, 14, 14]",1024.0,6422528.0
698,re_lu_36,6422528,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[1568, 1, 1]","[512, 1, 1]",26016,26016,"[64, 256, 14, 14]","[64, 256, 14, 14]",0.0,0.0
699,conv2d_26,16318464,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[7, 8, 64]","[256, 1, 1]",32832,253185,"[64, 256, 14, 14]","[64, 1024, 14, 14]",262144.0,3288334336.0
700,conv2d_26,16318464,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 8, 1024]","[256, 1, 1]",36416,253185,"[64, 256, 14, 14]","[64, 1024, 14, 14]",262144.0,3288334336.0
701,conv2d_26,16318464,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[8, 98, 1]","[128, 1, 1]",183937,253185,"[64, 256, 14, 14]","[64, 1024, 14, 14]",262144.0,3288334336.0
702,batch_norm_26,25694208,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[1024, 1, 1]","[512, 1, 1]",220544,220544,"[64, 1024, 14, 14]","[64, 1024, 14, 14]",4096.0,25690112.0
703,conv2d_27,39059456,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[25, 16, 64]","[256, 1, 1]",250593,592802,"[64, 512, 28, 28]","[64, 1024, 14, 14]",524288.0,6576668672.0
704,conv2d_27,39059456,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 16, 1024]","[256, 1, 1]",66464,592802,"[64, 512, 28, 28]","[64, 1024, 14, 14]",524288.0,6576668672.0
705,conv2d_27,39059456,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[8, 98, 1]","[128, 1, 1]",275745,592802,"[64, 512, 28, 28]","[64, 1024, 14, 14]",524288.0,6576668672.0
706,batch_norm_27,25694208,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[1024, 1, 1]","[512, 1, 1]",224577,224577,"[64, 1024, 14, 14]","[64, 1024, 14, 14]",4096.0,25690112.0
707,re_lu_39,25690112,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[6272, 1, 1]","[512, 1, 1]",121280,121280,"[64, 1024, 14, 14]","[64, 1024, 14, 14]",0.0,0.0
708,conv2d_28,16318464,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[7, 32, 64]","[256, 1, 1]",134528,314561,"[64, 1024, 14, 14]","[64, 256, 14, 14]",262144.0,3288334336.0
709,conv2d_28,16318464,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 32, 256]","[256, 1, 1]",34816,314561,"[64, 1024, 14, 14]","[64, 256, 14, 14]",262144.0,3288334336.0
710,conv2d_28,16318464,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[2, 98, 1]","[128, 1, 1]",145217,314561,"[64, 1024, 14, 14]","[64, 256, 14, 14]",262144.0,3288334336.0
711,batch_norm_28,6423552,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[256, 1, 1]","[512, 1, 1]",60096,60096,"[64, 256, 14, 14]","[64, 256, 14, 14]",1024.0,6422528.0
712,re_lu_40,6422528,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[1568, 1, 1]","[512, 1, 1]",26272,26272,"[64, 256, 14, 14]","[64, 256, 14, 14]",0.0,0.0
713,conv2d_29,7012352,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[7, 8, 64]","[256, 1, 1]",32064,323905,"[64, 256, 14, 14]","[64, 256, 14, 14]",589824.0,7398752256.0
714,conv2d_29,7012352,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 8, 256]","[256, 1, 1]",14336,323905,"[64, 256, 14, 14]","[64, 256, 14, 14]",589824.0,7398752256.0
715,conv2d_29,7012352,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_kernel,"[2, 98, 1]","[128, 1, 1]",277505,323905,"[64, 256, 14, 14]","[64, 256, 14, 14]",589824.0,7398752256.0
716,batch_norm_29,6423552,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[256, 1, 1]","[512, 1, 1]",61696,61696,"[64, 256, 14, 14]","[64, 256, 14, 14]",1024.0,6422528.0
717,re_lu_41,6422528,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[1568, 1, 1]","[512, 1, 1]",25856,25856,"[64, 256, 14, 14]","[64, 256, 14, 14]",0.0,0.0
718,conv2d_30,16318464,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[7, 8, 64]","[256, 1, 1]",31008,251809,"[64, 256, 14, 14]","[64, 1024, 14, 14]",262144.0,3288334336.0
719,conv2d_30,16318464,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 8, 1024]","[256, 1, 1]",36992,251809,"[64, 256, 14, 14]","[64, 1024, 14, 14]",262144.0,3288334336.0
720,conv2d_30,16318464,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[8, 98, 1]","[128, 1, 1]",183809,251809,"[64, 256, 14, 14]","[64, 1024, 14, 14]",262144.0,3288334336.0
721,batch_norm_30,25694208,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[1024, 1, 1]","[512, 1, 1]",222657,222657,"[64, 1024, 14, 14]","[64, 1024, 14, 14]",4096.0,25690112.0
722,re_lu_43,25690112,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[6272, 1, 1]","[512, 1, 1]",122464,122464,"[64, 1024, 14, 14]","[64, 1024, 14, 14]",0.0,0.0
723,conv2d_31,16318464,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[7, 32, 64]","[256, 1, 1]",134209,313665,"[64, 1024, 14, 14]","[64, 256, 14, 14]",262144.0,3288334336.0
724,conv2d_31,16318464,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 32, 256]","[256, 1, 1]",34720,313665,"[64, 1024, 14, 14]","[64, 256, 14, 14]",262144.0,3288334336.0
725,conv2d_31,16318464,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[2, 98, 1]","[128, 1, 1]",144736,313665,"[64, 1024, 14, 14]","[64, 256, 14, 14]",262144.0,3288334336.0
726,batch_norm_31,6423552,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[256, 1, 1]","[512, 1, 1]",60384,60384,"[64, 256, 14, 14]","[64, 256, 14, 14]",1024.0,6422528.0
727,re_lu_44,6422528,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[1568, 1, 1]","[512, 1, 1]",26529,26529,"[64, 256, 14, 14]","[64, 256, 14, 14]",0.0,0.0
728,conv2d_32,7012352,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[7, 8, 64]","[256, 1, 1]",31712,324449,"[64, 256, 14, 14]","[64, 256, 14, 14]",589824.0,7398752256.0
729,conv2d_32,7012352,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 8, 256]","[256, 1, 1]",14464,324449,"[64, 256, 14, 14]","[64, 256, 14, 14]",589824.0,7398752256.0
730,conv2d_32,7012352,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_kernel,"[2, 98, 1]","[128, 1, 1]",278273,324449,"[64, 256, 14, 14]","[64, 256, 14, 14]",589824.0,7398752256.0
731,batch_norm_32,6423552,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[256, 1, 1]","[512, 1, 1]",61152,61152,"[64, 256, 14, 14]","[64, 256, 14, 14]",1024.0,6422528.0
732,re_lu_45,6422528,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[1568, 1, 1]","[512, 1, 1]",26144,26144,"[64, 256, 14, 14]","[64, 256, 14, 14]",0.0,0.0
733,conv2d_33,16318464,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[7, 8, 64]","[256, 1, 1]",33024,252129,"[64, 256, 14, 14]","[64, 1024, 14, 14]",262144.0,3288334336.0
734,conv2d_33,16318464,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 8, 1024]","[256, 1, 1]",36416,252129,"[64, 256, 14, 14]","[64, 1024, 14, 14]",262144.0,3288334336.0
735,conv2d_33,16318464,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[8, 98, 1]","[128, 1, 1]",182689,252129,"[64, 256, 14, 14]","[64, 1024, 14, 14]",262144.0,3288334336.0
736,batch_norm_33,25694208,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[1024, 1, 1]","[512, 1, 1]",220896,220896,"[64, 1024, 14, 14]","[64, 1024, 14, 14]",4096.0,25690112.0
737,re_lu_47,25690112,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[6272, 1, 1]","[512, 1, 1]",122304,122304,"[64, 1024, 14, 14]","[64, 1024, 14, 14]",0.0,0.0
738,conv2d_34,16318464,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[7, 32, 64]","[256, 1, 1]",134209,312993,"[64, 1024, 14, 14]","[64, 256, 14, 14]",262144.0,3288334336.0
739,conv2d_34,16318464,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 32, 256]","[256, 1, 1]",34528,312993,"[64, 1024, 14, 14]","[64, 256, 14, 14]",262144.0,3288334336.0
740,conv2d_34,16318464,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_t1r1s1_kernel,"[2, 98, 1]","[128, 1, 1]",144256,312993,"[64, 1024, 14, 14]","[64, 256, 14, 14]",262144.0,3288334336.0
741,batch_norm_34,6423552,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, 32, true, 1>(cudnnTensorStruct, float const*, cudnnTensorStruct, float*, float const*, float const*, float, float, float*, float*, float*, float*, float, float)","[256, 1, 1]","[512, 1, 1]",60321,60321,"[64, 256, 14, 14]","[64, 256, 14, 14]",1024.0,6422528.0
742,re_lu_48,6422528,"void paddle::operators::ElementVectorizeKernel<float, float, paddle::operators::CudaReluFunctor<float>, 1, 4>(paddle::framework::Array<float const* restrict, 1>, float*, int, paddle::operators::CudaReluFunctor<float>)","[1568, 1, 1]","[512, 1, 1]",25184,25184,"[64, 256, 14, 14]","[64, 256, 14, 14]",0.0,0.0
743,conv2d_35,7012352,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[7, 8, 64]","[256, 1, 1]",32193,322338,"[64, 256, 14, 14]","[64, 256, 14, 14]",589824.0,7398752256.0
744,conv2d_35,7012352,"void cudnn::ops::nchwToNhwcKernel<float, float, float, false, true, (cudnnKernelDataType_t)2>(cudnn::ops::nchw2nhwc_params_t<float>, float const*, float*)","[1, 8, 256]","[256, 1, 1]",14080,322338,"[64, 256, 14, 14]","[64, 256, 14, 14]",589824.0,7398752256.0
745,conv2d_35,7012352,sm80_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x2x1_g1_tensor16x8x8_kernel,"[2, 98, 1]","[128, 1, 1]",276065,322338,"[64, 256, 14, 14]","[64, 256, 14, 14]",589824.0,7398752256.0
